title,description,weight,image_url,category,price,ingredients,nutritional_facts
"desi udyami Multigrain Atta for Diabetes, Cholesterol Control, Weight Loss, Thyroid","Buy desi udyami Multigrain Atta for Diabetes, Cholesterol Control, Weight Loss, Thyroid for Rs.699.0 online. desi udyami Multigrain Atta for Diabetes, Cholesterol Control, Weight Loss, Thyroid at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",5 KG,https://rukmini1.flixcart.com/image/1500/1500/xif0q/flour/j/a/l/2-multigrain-atta-for-diabetes-cholesterol-control-weight-loss-original-imahcjwydzg9k7a8.jpeg?q=70 | https://rukmini1.flixcart.com/image/1500/1500/xif0q/flour/d/d/s/2-multigrain-atta-for-diabetes-cholesterol-control-weight-loss-original-imahcjwyzqvuf3df.jpeg?q=70 | https://rukmini1.flixcart.com/image/1500/1500/xif0q/flour/x/f/e/2-multigrain-atta-for-diabetes-cholesterol-control-weight-loss-original-imahcjwyrzygkfgv.jpeg?q=70 | https://rukmini1.flixcart.com/image/1500/1500/xif0q/flour/y/l/m/2-multigrain-atta-for-diabetes-cholesterol-control-weight-loss-original-imahcjwyehjhyvbu.jpeg?q=70 | https://rukmini1.flixcart.com/image/1500/1500/xif0q/flour/n/z/4/2-multigrain-atta-for-diabetes-cholesterol-control-weight-loss-original-imahcjwyetzvgphr.jpeg?q=70,flour,317,,Protein: 26% | Protein: 1 
