title,description,weight,image_url,category,price,ingredients,nutritional_facts
Sugar.fit Multigrain Atta Low GI 8-in-1 Flour for Weight | Sugar Control & High Protein,Buy Sugar.fit Multigrain Atta Low GI 8-in-1 Flour for Weight | Sugar Control & High Protein for Rs.739.0 online. Sugar.fit Multigrain Atta Low GI 8-in-1 Flour for Weight | Sugar Control & High Protein at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,1 KG,https://rukmini1.flixcart.com/image/1500/1500/xif0q/flour/y/p/i/1-sugar-control-atta-8-in-1-multigrain-flour-sharbati-wheat-ragi-original-imahgtc66gvqzg9t.jpeg?q=70 | https://rukmini1.flixcart.com/image/1500/1500/xif0q/flour/7/f/c/5-multigrain-atta-low-gi-8-in-1-flour-for-weight-sugar-control-original-imahzwyfatsx93hq.jpeg?q=70 | https://rukmini1.flixcart.com/image/1500/1500/xif0q/flour/v/o/c/5-multigrain-atta-low-gi-8-in-1-flour-for-weight-sugar-control-original-imahzwyfg74zmffz.jpeg?q=70 | https://rukmini1.flixcart.com/image/1500/1500/xif0q/flour/w/o/9/5-multigrain-atta-low-gi-8-in-1-flour-for-weight-sugar-control-original-imahzwyfjwh6zaue.jpeg?q=70 | https://rukmini1.flixcart.com/image/1500/1500/xif0q/flour/b/m/z/5-multigrain-atta-low-gi-8-in-1-flour-for-weight-sugar-control-original-imahzwyf2qyzmgew.jpeg?q=70,flour,647,,Fibre: 5 
