product_id,title,brand,description,category,price,weight,images_url,ingredients,nutritional_facts
68482,Aashirvaad Superior MP Chakki Atta - l kg,Aashirvaad,,"Atta, Rice & Dal > Atta > Atta Assortment",0.0,1 kg,https://cdn.grofers.com/da/cms-assets/cms/product/3c63ccbb-6f20-444c-808b-311bcf06cfd9.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/44d1f295-f43d-40c1-9b04-37e258b71e21.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/addbb321-e297-4281-a1f1-455decaf3774.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/cde0b4b5-0b00-4767-b21a-2a16691081dd.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/dbd2d3e5-21e3-4805-9f8b-c8cf54e89341.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/4294e26a-ccb8-41cb-adea-2c65b682b23e.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/e22e12aa-8b5b-4311-b7b8-7769a833a74b.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/f6bfe23f-6698-48fb-b17a-41436704757f.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/5c17fd48-cff6-45a5-a8d9-3e43f91a8093.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/9fa6f1e3-8035-4730-b78b-cdfc4103cf30.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/8e360032-250c-4802-b461-d32f2f243cc9.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/ca142ee5-5f81-48ce-918d-ca643909c613.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/7bc7ad49-f9ac-4c53-a555-3e2cad8724eb.jpg | https://cdn.grofers.com/da/cms-assets/cms/product/e0e09518-d4a3-40bf-a97e-be93b8b5d4df.jpg,,
