Product ID,Title,Brand,Description,Category,Price,Weight,Images URL,Ingredients,Nutritional Facts
1070042,Hello Tempayy Achari Tadka Protein Paratha,Hello Tempayy,"Loaded with protein, these Achari Tadka stuffed parathas bring together chunky tempeh, potatoes and whole spices. They’re comforting, juicy and bursting with flavour in every bite.",,99,200 g,"https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1785296870947-909.jpg
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1785296870947-910.jpg
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1785296870947-911.jpg
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1785296870947-912.jpg
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1785296870947-913.jpg
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1785296870947-914.jpg
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1785296870947-915.jpg
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1785296870947-916.jpg
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1785296870947-917.jpg
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1785296870947-920.png
https://cdn.grofers.com/da/cms-assets/cms/product/f89d40c5-6896-4292-9e8e-de9830a738e8.png
https://cdn.grofers.com/da/cms-assets/cms/product/cfe090a5-fd92-41dc-b92a-8b19b700b442.png
https://cdn.grofers.com/da/cms-assets/cms/product/5230f0f6-efe2-4f59-99f2-d285af4a12f4.png
https://cdn.grofers.com/da/cms-assets/cms/product/3e7c46e9-e6ca-45c5-a08c-5d793ff00f9b.png
https://cdn.grofers.com/da/cms-assets/cms/product/455bea6e-49b2-4cd5-8fee-54328b621516.png
https://cdn.grofers.com/da/cms-assets/cms/product/ea32f5fa-3704-4944-a4dd-6acc2cd8f544.png
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1784194196218-109.png
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1784177689105-377.png
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1777953701494-7407.png
https://cdn.grofers.com/da/cms-assets/cms/product/26f5487f-8bef-462d-89c8-181485155c55.png
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1780904311125-29.png
https://cdn.grofers.com/da/cms-assets/cms/product/4da12edd-e39b-43c5-b6e1-76016598b5b4.png
https://cdn.grofers.com/da/cms-assets/cms/product/a425486f-5928-4b12-85f9-cbbac941ad40.png
https://cdn.grofers.com/da/cms-assets/cms/product/cd4d39ae-134f-408c-b130-e0047031e1c0.png
https://cdn.grofers.com/da/cms-assets/cms/product/ced28246-3d17-4743-bbba-20ec55f03cc3.png
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1781162983306-10.png
https://cdn.grofers.com/da/cms-assets/cms/product/c431a1aa-921e-486a-a768-3c26cae1b9ef.png
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1781155438653-138.png
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1781155438653-141.png
https://cdn.grofers.com/da/cms-assets/cms/product/rc-upload-1784194196218-98.png
https://cdn.grofers.com/da/cms-assets/cms/product/74b0d3be-111c-4342-ac27-43fd7bb54793.png
https://cdn.grofers.com/da/cms-assets/cms/product/628c97e0-5ed4-425d-a667-1d3bfa6f0bde.png
https://blinkit.com/v2/accounts/auth_key/
https://blinkit.com/v1/analytics_events_properties/
https://blinkit.com/visibility?latitude=28.413333&longitude=77.072833
https://blinkit.com/v1/consumerweb/eta
http://cdn.grofers.com/assets/eta-icons/15-mins.png
https://cdn.grofers.com/assets/eta-icons/15-mins-filled.png
http://cdn.grofers.com/assets/eta-icons/30-mins.png
https://cdn.grofers.com/assets/eta-icons/30-mins-filled.png
https://blinkit.com/api/feature-flags/receive
https://blinkit.com/v1/layout/tag_collections
https://blinkit.com/config/main
https://blinkit.com/v1/layout/product/1070042
https://blinkit.com/v2/services/secondary-data/?filter=new_offer,show_product_group_sharing,is_new_user,cart_ab_test_variant,city_id,sku_auto_add,cart_banner_image,show_referral_login,product_sku_limit&offers_last_visit_ts=0
https://cdn.grofers.com/layout-engine/v2/2025-03/circularLoader3.json
https://cdn.grofers.com/layout-engine/v2/2025-04/Birthday_Light-(1)/Birthday_Light-(1)_light.png","Water, Atta (Wheat Atta, Defatted Soya Flour, Peanut Flour), Tempeh, Soya Isolate, Potato, Chickpeas, Mustard Oil, Onion, Tomato, Rice Bran Oil, Ginger Garlic Paste, Pickle, Garlic, Green Chilli, Red Chilli Powder, Kalonji Seeds, Amchoor Powder, Salt, Ginger, Chat Masala, Coriander Powder",
