Product Title,Description,Weight,Category,Images,Price,URL,Ingredients,Nutritional Facts
"McCormick Culinary Choice Chili Powder, 6 lb - One 6 Pound Container of Bulk Chili Powder, Great for Mexican Dishes Like Stews and Sauces 6 Pound (Pack of 1)","When you want to spice up your menu, reach for McCormick Culinary Choice Chili Powder. This professional-grade seasoning mix adds an unbeatable punch of flavor and a visually appealing, earthy, red color to all kinds of menu items. From Mexican classics to new sauces and stews, this chili powder seasoning will transform recipes and keep customers coming back. This bright, bold flavor profile features premium ingredients. Each ingredient is carefully grown and ground to ensure an authentic taste. A premium blend of chile peppers brings the spiciness, while garlic, oregano, salt and cumin add some earthiness and complement the mild kick of heat. Altogether, this blend will deliver a consistent, balanced taste without overwhelming the senses. Made especially for chefs, McCormick Culinary Choice Chili Powder is an essential you'll want to keep in your spice rack. Along with adding flavor, this chili powder spice offers plenty of convenience in the kitchen. The 6-pound container comes ready to use and has a handle for easy transportation. Plus, the container also has a wide lid to make it simple to dispense as much spice as you need. Using McCormick Culinary Choice Chili Powder will add authentic flavor to many dishes on your menu, ranging from appetizers to meats and tofu. While strong in flavor, this chili powder spice also blends well with many other herbs. Combine it with sesame seed, crushed red pepper, cinnamon, cumin, coriander, black pepper, cardamom, turmeric and salt to create a seasoning mix for rice, grilled vegetables or chicken. Use McCormick Culinary Choice Chili Powder for cooking dishes like a chili cornbread skillet with kidney beans, diced tomatoes, green onions and melty cheddar cheese on top or grilled, Mexican-style corn on the cob with a lime mayonnaise to serve on the side or drizzled on top.",6.4 pounds,"Grocery & Gourmet Food > Pantry Staples > Herbs, Spices & Seasonings > Single Herbs & Spices > Chili Powder","https://m.media-amazon.com/images/I/71nj9UPKhhL._SL1500_.jpg,https://m.media-amazon.com/images/I/61ccJJ7JSsL._SL1487_.jpg,https://m.media-amazon.com/images/I/81c8oMr+AXL._SL1500_.jpg,https://m.media-amazon.com/images/I/61eqmXUzBxL._SL1500_.jpg,https://m.media-amazon.com/images/I/61vmXm0-YKL._SL1500_.jpg,https://m.media-amazon.com/images/I/918vpVqArJL._SL1500_.jpg,https://m.media-amazon.com/images/I/81G+S6Ok9CL._SL1500_.jpg,https://m.media-amazon.com/images/I/817mMP9iHiL._SL1500_.jpg,https://m.media-amazon.com/images/I/81OEg+WykAL._SL1500_.jpg,https://m.media-amazon.com/images/I/61aPna6iVfL._SL1500_.jpg",61.31,https://us.amazon.com/McCormick-Culinary-Choice-Chili-Powder/dp/B008OGC8J8/ref=sr_1_1_sspa?crid=CF5J0EZE8BN2&dib=eyJ2IjoiMSJ9.yaArxDOnBVW_Rsct-igcWezqhgduk69woSXrTOpKh3EhamLS2HpqUaOLgzB_awl-6a-9fnMtDdck9l0jg5QR_bD5lLzdVIQMOGD_-w5odcJKI7JUqhEShFsQ8-iuKp3Ac2yv5icvxW720XMw1vPUfBxuoDcTZZRM3lox9QR-yeLBh7mpNwBEeBIdw4KPIB02DY3fVJXue7ZkmlGSZYEI_a1dLwo5yyWgAwG27GoYFjwdIwD-g2eGaq2ohX5u-F8txPTFHdoh2H_8wtZXrHDorQcNcInk0heUC5Y8ft8oIp8.m3Y61_JKIql6Cea9yihb3a0Cp24mHZDVOeKUcq7B-kU&dib_tag=se&keywords=chilli%2Bpowder%2Bseasoning&qid=1786174717&sprefix=chilli%2Bpowder%2Caps%2C362&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,"['Chili Pepper', 'Salt', 'Cumin', 'Oregano', 'Silicon Dioxide (Added to Make Free Flowing)', 'and Garlic.']",
