title,brand,price,mrp,weight,description,ingredients,category,image_urls,product_url
Gold Winner Refined Sunflower Oil - Pouch - Buy at ₹177 Online | Instant Delivery - Zepto,,,,,,,,,https://www.zepto.com/pn/gold-winner-refined-sunflower-oil-pouch/pvid/93a89783-ffa6-4983-9a85-82e701b2ff89
